base_recall,attack_recall,base_prec,attack_prec,alc,base_prec_as_sampled,attack_prec_as_sampled,alc_as_sampled,alc_low,alc_high,base_si,base_si_low,base_si_high,base_n,attack_si,attack_si_low,attack_si_high,attack_n,secret_column,base_count,attack_count
0.2127659574468085,0.2127659574468085,0.12250632112376873,0.12250632112376873,0.0,0.05,0.05,0.0,-0.2956497407646229,0.22818647004872344,0.22724974464594666,0.008881448800795402,0.23613119344674208,20,0.22724974464594666,0.008881448800795402,0.23613119344674208,20,AGEP__discretized,94,94
0.40425531914893614,0.4148936170212766,0.1415038953522042,0.11485905349166486,-0.030991281859823732,0.10526315789473684,0.07692307692307693,-0.03163336236872594,-0.2827536959617835,0.16838441457220638,0.1996026437533379,0.04170257347553525,0.24130521722887313,38,0.17670331637577022,0.026507395303779747,0.20321071167954996,39,AGEP__discretized,94,94
0.48936170212765956,0.5,0.1789821088993323,0.11645475066378569,-0.0761082788968869,0.15217391304347827,0.0851063829787234,-0.07905666895058847,-0.3461896974022072,0.13365786030311735,0.2065185732425553,0.07572282227805466,0.28224139552060995,46,0.16572125441172036,0.033594123457925514,0.19931537786964587,47,AGEP__discretized,94,94
0.5531914893617021,0.5425531914893617,0.17765885096595235,0.1444295899612032,-0.04039932126230898,0.15384615384615385,0.11764705882352941,-0.04277056869920516,-0.3036979620106554,0.16705658822935696,0.19516400159629826,0.08007685016780323,0.2752408517641015,52,0.17875770636404292,0.05505073677918173,0.23380844314322466,51,AGEP__discretized,94,94
0.6170212765957447,0.5957446808510638,0.16042198226778037,0.14907272626953627,-0.013521321784730868,0.13793103448275862,0.125,-0.015002212937361474,-0.24952955310156041,0.17732864046205735,0.17767422414119827,0.07158487019718124,0.2492590943383795,58,0.17436407862473016,0.061890686957171204,0.23625476558190137,56,AGEP__discretized,94,94
0.723404255319149,0.723404255319149,0.16593105994826018,0.1520115207794377,-0.01668764603372826,0.14705882352941177,0.1323529411764706,-0.01724029896857752,-0.2383100684804334,0.16436302356294014,0.168085765169655,0.0818881773634327,0.2499739425330877,68,0.16157815335427927,0.07122244410229807,0.23280059745657733,68,AGEP__discretized,94,94
0.8723404255319149,0.8617021276595744,0.16216790350015742,0.1287192554459392,-0.039922369153319474,0.14634146341463414,0.1111111111111111,-0.04126932516589389,-0.23512239675410715,0.12264312925479026,0.15285256279570325,0.08574162210230579,0.23859418489800904,82,0.13830338273886786,0.05956756407650529,0.19787094681537315,81,AGEP__discretized,94,94
0.8829787234042553,0.9042553191489362,0.17181573885296691,0.1341798026347844,-0.045443043850872784,0.1566265060240964,0.11764705882352941,-0.046217642026607095,-0.24601795352813507,0.12062933591278575,0.15587123220351248,0.09388012275121069,0.24975135495472317,83,0.13801245377850546,0.06517357574553166,0.2031860295240371,85,AGEP__discretized,94,94
0.9574468085106383,0.9574468085106383,0.15899933353398288,0.13768679187985677,-0.025341579883430772,0.14444444444444443,0.12222222222222222,-0.025973719189995963,-0.21077593999109687,0.13062193697964067,0.14519889133475003,0.08639988786660785,0.23159877920135788,90,0.1361012644500659,0.06963615965482384,0.20573742410488974,90,AGEP__discretized,94,94
1.0,1.0,0.1524990488714098,0.13205781645208092,-0.024119136622492317,0.13829787234042554,0.11702127659574468,-0.0246910714863309,-0.20027872649871048,0.12521005222416823,0.1397225353509467,0.08263778119593644,0.22236031654688312,94,0.13088837633862677,0.06661362828276755,0.19750200462139433,94,AGEP__discretized,94,94
